Event ID,Disease,Serotype,latitude,longitude,Locality,Country,Region,observation date,report date,Species,Diagnosis Source,Humans Affected,Human Deaths,Diagnosis Status,Id,complete_g,complete_1,complete_2,complete_3,complete_4
294712,Influenza - Avian,";H5N8 HPAI;",52.646786,8.201226,lohne,Germany,Europe,2021/03/17 00:00:00+00,2021/04/08 00:00:00+00,"Domestic,Unspecified bird,",WOAH (former OIE),,,Confirmed,27,0,1,0,0,0
294711,Influenza - Avian,";H5N8 HPAI;",52.62616,8.367482,Diepholz,Germany,Europe,2021/03/16 00:00:00+00,2021/04/08 00:00:00+00,"Domestic,Unspecified bird,",WOAH (former OIE),,,Confirmed,27,0,1,0,0,0
294635,Influenza - Avian,";H5N8 HPAI;",52.48,8.34,diepholz (landkreis),Germany,Europe,2021/03/16 00:00:00+00,2021/04/30 00:00:00+00,"Wild,Anserinae (unidentified):Anserinae (incognita)(Anatidae),",WOAH (former OIE),,,Confirmed,27,0,1,0,0,0
307557,Influenza - Avian,";H5N1 HPAI;",52.65,7.91,Badbergen,Germany,Europe,2021/11/14 00:00:00+00,2021/11/25 00:00:00+00,"Domestic,Turkey,",WOAH (former OIE),,,Confirmed,27,0,1,0,0,0
299916,Influenza - Avian,";H5N8 HPAI;",52.21,7.92,Osnabrück,Germany,Europe,2021/07/01 00:00:00+00,2021/08/18 00:00:00+00,"Wild,Swan,Wild,Anatidae (unidentified):Anatidae (incognita)(Anatidae),",WOAH (former OIE),,,Confirmed,27,0,1,0,0,0
309047,Influenza - Avian,";H5N1 HPAI;",52.3269,8.1414,Belm,Germany,Europe,2021/11/15 00:00:00+00,2021/12/14 00:00:00+00,"Wild,Anatidae (unidentified):Anatidae (incognita)(Anatidae),",WOAH (former OIE),,,Confirmed,27,0,1,0,0,0
294644,Influenza - Avian,";H5N8 HPAI;",52.65,8.19,vechta (landkreis),Germany,Europe,2021/03/25 00:00:00+00,2021/04/30 00:00:00+00,"Wild,Anserinae (unidentified):Anserinae (incognita)(Anatidae),",WOAH (former OIE),,,Confirmed,27,0,1,0,0,0
310983,Influenza - Avian,";H5N1 HPAI;",52.601,8.39,Diepholz,Germany,Europe,2021/12/16 00:00:00+00,2022/01/11 00:00:00+00,"Wild,Anatidae (unidentified):Anatidae (incognita)(Anatidae),",WOAH (former OIE),,,Confirmed,27,0,1,0,0,0
294732,Influenza - Avian,";H5N8 HPAI;",52.470583,8.359731,Lemförde,Germany,Europe,2021/03/04 00:00:00+00,2021/04/08 00:00:00+00,"Domestic,Unspecified bird,",WOAH (former OIE),,,Confirmed,27,0,1,0,0,0
294719,Influenza - Avian,";H5N8 HPAI;",52.649171,8.198995,Lohne,Germany,Europe,2021/03/18 00:00:00+00,2021/04/08 00:00:00+00,"Domestic,Unspecified bird,",WOAH (former OIE),,,Confirmed,27,0,1,0,0,0
296165,Influenza - Avian,";H5N8 HPAI;",52.02,8.43,Landkreis Gütersloh,Germany,Europe,2021/03/29 00:00:00+00,2021/05/21 00:00:00+00,"Wild,Strigidae (unidentified):Strigidae (incognita)(Strigidae),",WOAH (former OIE),,,Confirmed,27,0,1,0,0,0
308142,Influenza - Avian,";H5N1 HPAI;",51.82,8.55,Delbrück,Germany,Europe,2021/11/29 00:00:00+00,2021/12/03 00:00:00+00,"Domestic,Unspecified bird,",WOAH (former OIE),,,Confirmed,27,0,1,0,0,0
296168,Influenza - Avian,";H5N8 HPAI;",52.15,8.59,Landkreis Herford,Germany,Europe,2021/03/10 00:00:00+00,2021/05/21 00:00:00+00,"Wild,Crane,",WOAH (former OIE),,,Confirmed,27,0,1,0,0,0
296160,Influenza - Avian,";H5N8 HPAI;",52.05,8.55,Bielefeld,Germany,Europe,2021/03/10 00:00:00+00,2021/05/21 00:00:00+00,"Wild,Anserinae (unidentified):Anserinae (incognita)(Anatidae),",WOAH (former OIE),,,Confirmed,27,0,1,0,0,0
296169,Influenza - Avian,";H5N8 HPAI;",51.83,7.85,Landkreis Warendorf,Germany,Europe,2021/03/10 00:00:00+00,2021/05/21 00:00:00+00,"Wild,Anserinae (unidentified):Anserinae (incognita)(Anatidae),",WOAH (former OIE),,,Confirmed,27,0,1,0,0,0
308027,Influenza - Avian,";H5N1 HPAI;",51.97,8.45,Bielefeld,Germany,Europe,2021/11/26 00:00:00+00,2021/12/01 00:00:00+00,"Wild,Anatidae (unidentified):Anatidae (incognita)(Anatidae),",WOAH (former OIE),,,Confirmed,27,0,1,0,0,0
310462,Influenza - Avian,";H5N1 HPAI;",51.837,8.607,Hövelhof,Germany,Europe,2021/12/08 00:00:00+00,2022/01/06 00:00:00+00,"Wild,Anatidae (unidentified):Anatidae (incognita)(Anatidae),",WOAH (former OIE),,,Confirmed,27,0,1,0,0,0
310057,Influenza - Avian,";H5N1 HPAI;",53.416022,18.37767,Koz owo    ,Poland,Europe,2021/12/24 00:00:00+00,2021/12/28 00:00:00+00,"Wild,Mute Swan:Cygnus olor(Anatidae),",WOAH (former OIE),,,Confirmed,140,0,1,0,0,0
310302,Influenza - Avian,";H5N1 HPAI;",53.416022,18.37767,Koz owo    ,Poland,Europe,2021/12/29 00:00:00+00,2021/12/31 00:00:00+00,"Wild,Mute Swan:Cygnus olor(Anatidae),",WOAH (former OIE),,,Confirmed,140,0,1,0,0,0
286812,Influenza - Avian,";H5N8 HPAI;",52.76,18.35,Dulsk,Poland,Europe,2021/01/16 00:00:00+00,2021/01/19 00:00:00+00,"Domestic,Unspecified bird,",WOAH (former OIE),,,Confirmed,140,0,1,0,0,0
310316,Influenza - Avian,";H5N1 HPAI;",53.416022,18.37767,Koz owo     ,Poland,Europe,2021/12/30 00:00:00+00,2022/01/05 00:00:00+00,"Wild,Mute Swan:Cygnus olor(Anatidae),",WOAH (former OIE),,,Confirmed,140,0,1,0,0,0
311025,Influenza - Avian,";H5N1 HPAI;",53.5085,17.6878,Pami towo     ,Poland,Europe,2021/12/05 00:00:00+00,2022/01/12 00:00:00+00,"Domestic,Unspecified bird,",WOAH (former OIE),,,Confirmed,140,0,1,0,0,0
309475,Influenza - Avian,";H5N1 HPAI;",52.929743,18.30912,Jezuicka Struga,Poland,Europe,2021/12/16 00:00:00+00,2021/12/20 00:00:00+00,"Domestic,Turkey,",WOAH (former OIE),,,Confirmed,140,0,1,0,0,0
287163,Influenza - Avian,";H5N8 HPAI;",53.11,18.3,Toporzysko,Poland,Europe,2021/01/18 00:00:00+00,2021/01/25 00:00:00+00,"Wild,Mute Swan:Cygnus olor(Anatidae),",WOAH (former OIE),,,Confirmed,140,0,1,0,0,0
288809,Influenza - Avian,";H5N8 HPAI;",52.7558,18.3494,Dulsk,Poland,Europe,2021/02/04 00:00:00+00,2021/02/10 00:00:00+00,"Wild,Anatidae (unidentified):Anatidae (incognita)(Anatidae),",WOAH (former OIE),,,Confirmed,140,0,1,0,0,0
314072,Influenza - Avian,";H5N1 HPAI;",52.929743,18.30912,Jezuicka Struga,Poland,Europe,2021/12/16 00:00:00+00,2022/02/17 00:00:00+00,"Domestic,Turkey,",WOAH (former OIE),,,Confirmed,140,0,1,0,0,0
286811,Influenza - Avian,";H5N8 HPAI;",52.89,18.35,Kaczkowo,Poland,Europe,2021/01/12 00:00:00+00,2021/01/19 00:00:00+00,"Domestic,Unspecified bird,",WOAH (former OIE),,,Confirmed,140,0,1,0,0,0
295166,Influenza - Avian,";H5N8 HPAI;",55.5522,11.2667,Hallenslev,Denmark,Europe,2021/03/11 00:00:00+00,2021/05/07 00:00:00+00,"Domestic,Unspecified bird,",WOAH (former OIE),,,Confirmed,208,0,1,1,1,1
291311,Influenza - Avian,";H5N8 HPAI;",55.54,11.27,Hallenslev,Denmark,Europe,,2021/03/12 00:00:00+00,"Domestic,Unspecified bird,",WOAH (former OIE),,,Confirmed,208,0,1,1,1,1
308787,Influenza - Avian,";H5N1 HPAI;",54.917,-8,Moville,Ireland,Europe,2021/11/19 00:00:00+00,2021/12/10 00:00:00+00,"Wild,Mute Swan:Cygnus olor(Anatidae),",WOAH (former OIE),,,Confirmed,347,0,1,0,0,0
293028,Influenza - Avian,";H5N8 HPAI;",51.6083,11.93347,Petersberg,Germany,Europe,2021/03/21 00:00:00+00,2021/04/09 00:00:00+00,"Domestic,Unspecified bird,",WOAH (former OIE),,,Confirmed,352,0,1,0,0,1
295554,Influenza - Avian,";H5N8 HPAI;",51.009628,11.492299,Apolda,Germany,Europe,2021/03/24 00:00:00+00,2021/05/12 00:00:00+00,"Domestic,Chicken,",WOAH (former OIE),,,Confirmed,352,0,1,0,0,1
323590,Influenza - Avian,";H5N1 HPAI;",56.4,-3.47,Perth,U.K. of Great Britain and Northern Ireland,Europe,2021/11/14 00:00:00+00,2022/05/27 00:00:00+00,"Wild,Buzzard,",WOAH (former OIE),,,Confirmed,353,0,1,0,0,0
311461,Influenza - Avian,";H5N1 HPAI;",56.31,-3.7,Auchterarder,U.K. of Great Britain and Northern Ireland,Europe,2021/12/04 00:00:00+00,2022/01/14 00:00:00+00,"Wild,Buzzard,",WOAH (former OIE),,,Confirmed,353,0,1,0,0,0
307731,Influenza - Avian,";H5N1 HPAI;",56.4,-3.47,Perth,U.K. of Great Britain and Northern Ireland,Europe,2021/11/14 00:00:00+00,2021/11/26 00:00:00+00,"Wild,Anatidae (unidentified):Anatidae (incognita)(Anatidae),",WOAH (former OIE),,,Confirmed,353,0,1,0,0,0
307576,Influenza - Avian,";H5 HPAI;",51.413182,34.883307,Korenevo,Russian Federation,Europe,2021/11/22 00:00:00+00,2021/11/25 00:00:00+00,"Domestic,Unspecified bird,",WOAH (former OIE),,,Confirmed,462,0,1,1,1,1
311808,Influenza - Avian,";H5 HPAI;",51.413182,34.883307,Korenevo,Russian Federation,Europe,2021/11/22 00:00:00+00,2022/01/19 00:00:00+00,"Domestic,Unspecified bird,",WOAH (former OIE),,,Confirmed,462,0,1,1,1,1
307084,Influenza - Avian,";H5 HPAI;",51.193224,47.683234,Nikolaevka,Russian Federation,Europe,2021/09/29 00:00:00+00,2021/11/22 00:00:00+00,"Domestic,Unspecified bird,",WOAH (former OIE),,,Confirmed,505,0,1,0,0,0
304685,Influenza - Avian,";H5 HPAI;",51.193224,47.683234,Nikolaevka,Russian Federation,Europe,2021/09/29 00:00:00+00,2021/10/06 00:00:00+00,"Domestic,Unspecified bird,",WOAH (former OIE),,,Confirmed,505,0,1,0,0,0
289237,Influenza - Avian,";H5N8 HPAI;",53.347,-8.243,Ballinasloe,Ireland,Europe,2021/01/29 00:00:00+00,2021/02/17 00:00:00+00,"Wild,Whooper Swan:Cygnus cygnus(Anatidae),",WOAH (former OIE),,,Confirmed,511,0,1,0,0,0
307784,Influenza - Avian,";H5N1 HPAI;",53.236,-7.681,Finnamore lake,Ireland,Europe,2021/11/09 00:00:00+00,2021/11/29 00:00:00+00,"Wild,Greylag Goose:Anser anser(Anatidae),",WOAH (former OIE),,,Confirmed,511,0,1,0,0,0
322592,Influenza - Avian,";H5N1 HPAI;",53.237,-7.686,Finnamore lake,Ireland,Europe,2021/11/15 00:00:00+00,2022/05/23 00:00:00+00,"Wild,Greylag Goose:Anser anser(Anatidae),",WOAH (former OIE),,,Confirmed,511,0,1,0,0,0
322591,Influenza - Avian,";H5N1 HPAI;",53.241,-7.619,Finnamore lake,Ireland,Europe,2021/11/08 00:00:00+00,2022/05/23 00:00:00+00,"Wild,Mute Swan:Cygnus olor(Anatidae),",WOAH (former OIE),,,Confirmed,511,0,1,0,0,0
307790,Influenza - Avian,";H5N1 HPAI;",53.241,-7.619,Finnamore lake,Ireland,Europe,2021/11/08 00:00:00+00,2021/11/29 00:00:00+00,"Wild,Greylag Goose:Anser anser(Anatidae),Wild,Mute Swan:Cygnus olor(Anatidae),",WOAH (former OIE),,,Confirmed,511,0,1,0,0,0
308273,Influenza - Avian,";H5N1 HPAI;",53.237,-7.686,Finnamore lakes,Ireland,Europe,2021/11/19 00:00:00+00,2021/12/06 00:00:00+00,"Wild,Greylag Goose:Anser anser(Anatidae),",WOAH (former OIE),,,Confirmed,511,0,1,0,0,0
307795,Influenza - Avian,";H5N1 HPAI;",53.237,-7.686,Finnamore lake,Ireland,Europe,2021/11/15 00:00:00+00,2021/11/29 00:00:00+00,"Wild,Greylag Goose:Anser anser(Anatidae),",WOAH (former OIE),,,Confirmed,511,0,1,0,0,0
308274,Influenza - Avian,";H5N1 HPAI;",53.237,-7.686,Finnamore lakes,Ireland,Europe,2021/11/19 00:00:00+00,2021/12/06 00:00:00+00,"Wild,Mute Swan:Cygnus olor(Anatidae),",WOAH (former OIE),,,Confirmed,511,0,1,0,0,0
308725,Influenza - Avian,";H5N1 HPAI;",53.23524,-7.68275,Finnamore lake,Ireland,Europe,2021/11/24 00:00:00+00,2021/12/10 00:00:00+00,"Wild,Greylag Goose:Anser anser(Anatidae),",WOAH (former OIE),,,Confirmed,511,0,1,0,0,0
307793,Influenza - Avian,";H5N1 HPAI;",53.236,-7.681,Finnamore lake,Ireland,Europe,2021/11/11 00:00:00+00,2021/11/29 00:00:00+00,"Wild,Greylag Goose:Anser anser(Anatidae),",WOAH (former OIE),,,Confirmed,511,0,1,0,0,0
307789,Influenza - Avian,";H5N1 HPAI;",53.51,-8.1,Lough Funshinagh,Ireland,Europe,2021/11/12 00:00:00+00,2021/11/29 00:00:00+00,"Wild,Greylag Goose:Anser anser(Anatidae),",WOAH (former OIE),,,Confirmed,511,0,1,0,0,0
307554,Influenza - Avian,";H5N1 HPAI;",46.76891,17.240755,Keszthely,Hungary,Europe,2021/11/22 00:00:00+00,2021/11/25 00:00:00+00,"Domestic,Unspecified bird,",WOAH (former OIE),,,Confirmed,600,0,1,1,1,1
290518,Influenza - Avian,";H5N8 HPAI;",57.57,12.25,Kungsbacka,Sweden,Europe,2021/02/28 00:00:00+00,2021/03/03 00:00:00+00,"Domestic,Unspecified bird,",WOAH (former OIE),,,Confirmed,708,0,1,0,0,0
292911,Influenza - Avian,";H5N8 HPAI;",57.97704,12.23825,Ale,Sweden,Europe,2021/03/07 00:00:00+00,2021/04/06 00:00:00+00,"Wild,Goose,",WOAH (former OIE),,,Confirmed,708,0,1,0,0,0
294913,Influenza - Avian,";H5N8 HPAI;",57.860421,12.526733,alingsås,Sweden,Europe,2021/02/15 00:00:00+00,2021/05/05 00:00:00+00,"Wild,Peregrin falcon:Falco peregrinus(Falconidae),",WOAH (former OIE),,,Confirmed,708,0,1,0,0,0
308626,Influenza - Avian,";H5N1 HPAI;",43.931118,12.696819,San Giovanni In Marignano,Italy,Europe,2021/12/03 00:00:00+00,2021/12/09 00:00:00+00,"Domestic,Unspecified bird,",WOAH (former OIE),,,Confirmed,868,0,1,0,0,0
294095,Influenza - Avian,";H5N8 HPAI;",44.076175,12.561208,Rimini,Italy,Europe,2021/02/01 00:00:00+00,2021/04/27 00:00:00+00,"Wild,Grey headed gull (Chroicocephalus cirrocephalus),",WOAH (former OIE),,,Confirmed,868,0,1,0,0,0
296006,Influenza - Avian,";H5N8 HPAI;",48.36,8.1,zell am harmersbach,Germany,Europe,2021/03/25 00:00:00+00,2021/05/19 00:00:00+00,"Domestic,Chicken,",WOAH (former OIE),,,Confirmed,929,0,1,0,0,1
295993,Influenza - Avian,";H5N8 HPAI;",48.29,8.48,fluorn-winzeln,Germany,Europe,2021/03/26 00:00:00+00,2021/05/19 00:00:00+00,"Domestic,Chicken,",WOAH (former OIE),,,Confirmed,929,0,1,0,0,1
295990,Influenza - Avian,";H5N8 HPAI;",48.36,8.11,ZELL AM HARMERSBACH,Germany,Europe,2021/03/25 00:00:00+00,2021/05/19 00:00:00+00,"Domestic,Chicken,",WOAH (former OIE),,,Confirmed,929,0,1,0,0,1
315480,Influenza - Avian,";H5N1 HPAI;",46.617763,40.202787,Gulyaj-Borisovskaya,Russian Federation,Europe,2021/12/10 00:00:00+00,2022/03/10 00:00:00+00,"Domestic,Unspecified bird,",WOAH (former OIE),,,Confirmed,972,0,1,0,0,0
309183,Influenza - Avian,";H5N1 HPAI;",46.617763,40.202787,Gulyaj-Borisovskaya,Russian Federation,Europe,2021/12/10 00:00:00+00,2021/12/17 00:00:00+00,"Domestic,Unspecified bird,",WOAH (former OIE),,,Confirmed,972,0,1,0,0,0
305614,Influenza - Avian,";H5 HPAI;",56.787617,53.311284,Izhevsk,Russian Federation,Europe,2021/10/16 00:00:00+00,2021/10/25 00:00:00+00,"Domestic,Unspecified bird,",WOAH (former OIE),,,Confirmed,1034,0,1,0,0,0
308515,Influenza - Avian,";H5 HPAI;",56.787617,53.311284,Izhevsk,Russian Federation,Europe,2021/10/16 00:00:00+00,2021/12/08 00:00:00+00,"Domestic,Unspecified bird,",WOAH (former OIE),,,Confirmed,1034,0,1,0,0,0
311009,Influenza - Avian,";H5N8 HPAI;",60,11,Frogn,Norway,Europe,2021/07/09 00:00:00+00,2022/01/11 00:00:00+00,"Wild,Great Black-backed Gull (Larus marinus),",WOAH (former OIE),,,Confirmed,1098,0,1,0,0,0
310774,Influenza - Avian,";H5N1 HPAI;",46.448152,4.061111,vitry-en-charollais,France,Europe,2021/12/25 00:00:00+00,2022/01/10 00:00:00+00,"Wild,Greylag Goose:Anser anser(Anatidae),",WOAH (former OIE),,,Confirmed,1113,0,1,0,0,0
311755,Influenza - Avian,";H5N1 HPAI;",58.404317,51.09752,Zuevskoe Lyubimoe,Russian Federation,Europe,2021/12/26 00:00:00+00,2022/01/18 00:00:00+00,"Domestic,Chicken,",WOAH (former OIE),,,Confirmed,1147,0,1,0,0,0
305917,Influenza - Avian,";H5N1 HPAI;",58.404317,51.09752,Zuevskoe Lyubimoe,Russian Federation,Europe,2021/10/26 00:00:00+00,2021/11/02 00:00:00+00,"Domestic,Chicken,",WOAH (former OIE),,,Confirmed,1147,0,1,0,0,0
308272,Influenza - Avian,";H5N1 HPAI;",53.8055,-7.6652,Camlin river,Ireland,Europe,2021/11/17 00:00:00+00,2021/12/06 00:00:00+00,"Wild,Mute Swan:Cygnus olor(Anatidae),",WOAH (former OIE),,,Confirmed,1183,0,1,0,0,0
307788,Influenza - Avian,";H5N1 HPAI;",53.628,-8.195,Ballypheasan,Ireland,Europe,2021/11/10 00:00:00+00,2021/11/29 00:00:00+00,"Wild,Peregrin falcon:Falco peregrinus(Falconidae),",WOAH (former OIE),,,Confirmed,1183,0,1,0,0,0
286754,Influenza - Avian,";H5 HPAI;",47.6337,30.9845,Domanivka,Ukraine,Europe,2021/01/14 00:00:00+00,2021/01/16 00:00:00+00,"Domestic,Unspecified bird,",WOAH (former OIE),,,Confirmed,1240,0,1,0,0,0
310472,Influenza - Avian,";H5N1 HPAI;",47.08325,18.98725,Dömsöd,Hungary,Europe,2021/12/28 00:00:00+00,2022/01/06 00:00:00+00,"Wild,Mute Swan:Cygnus olor(Anatidae),",WOAH (former OIE),,,Confirmed,1417,0,1,1,1,1
286788,Influenza - Avian,";H5N8 HPAI;",53.56,10.98,Ludwigslust-Parchim,Germany,Europe,2021/01/14 00:00:00+00,2021/01/18 00:00:00+00,"Wild,Swan,",WOAH (former OIE),,,Confirmed,1516,0,1,0,0,0
311781,Influenza - Avian,";H5N1 HPAI;",53.42,10.68,Schwanheide,Germany,Europe,2021/12/22 00:00:00+00,2022/01/18 00:00:00+00,"Domestic,Chicken,",WOAH (former OIE),,,Confirmed,1516,0,1,0,0,0
287633,Influenza - Avian,";H5N8 HPAI;",53.12,11.31,Dömitz,Germany,Europe,2021/01/28 00:00:00+00,2021/02/01 00:00:00+00,"Domestic,Unspecified bird,",WOAH (former OIE),,,Confirmed,1516,0,1,0,0,0
309050,Influenza - Avian,";H5N1 HPAI;",53.255,10.853,Amt Neuhaus,Germany,Europe,2021/12/09 00:00:00+00,2021/12/14 00:00:00+00,"Wild,Anatidae (unidentified):Anatidae (incognita)(Anatidae),",WOAH (former OIE),,,Confirmed,1516,0,1,0,0,0
294283,Influenza - Avian,";H5N8 HPAI;",53.369,10.565,herzogtum lauenburg (landkreis),Germany,Europe,2021/04/08 00:00:00+00,2021/04/29 00:00:00+00,"Wild,Laridae (unidentified):Laridae (incognita)(Laridae),",WOAH (former OIE),,,Confirmed,1516,0,1,0,0,0
287600,Influenza - Avian,";H5N8 HPAI;",52.9,10.91,Lüchow-Dannenberg,Germany,Europe,2021/01/18 00:00:00+00,2021/01/28 00:00:00+00,"Wild,Anserinae (unidentified):Anserinae (incognita)(Anatidae),",WOAH (former OIE),,,Confirmed,1516,0,1,0,0,0
294648,Influenza - Avian,";H5N8 HPAI;",53.12,11.06,lüchow-dannenbrrg (landkreis),Germany,Europe,2021/02/24 00:00:00+00,2021/04/30 00:00:00+00,"Wild,Strigidae (unidentified):Strigidae (incognita)(Strigidae),Wild,Accipitridae (Accipitridae),Wild,Anserinae (unidentified):Anserinae (incognita)(Anatidae),",WOAH (former OIE),,,Confirmed,1516,0,1,0,0,0
294638,Influenza - Avian,";H5N8 HPAI;",53.3,10.48,lüneburg (landkreis),Germany,Europe,2021/03/08 00:00:00+00,2021/04/30 00:00:00+00,"Wild,Anserinae (unidentified):Anserinae (incognita)(Anatidae),",WOAH (former OIE),,,Confirmed,1516,0,1,0,0,0
309033,Influenza - Avian,";H5 HPAI;",52.916,4.979,Hippolytushoef,Netherlands,Europe,2021/09/08 00:00:00+00,2021/12/14 00:00:00+00,"Wild,Common shelduck (Tadorna tadorna),",WOAH (former OIE),,,Confirmed,1541,0,1,1,1,1
319226,Influenza - Avian,";H5N1 HPAI;",57.74,-4.04,Kildary,U.K. of Great Britain and Northern Ireland,Europe,2021/12/02 00:00:00+00,2022/04/08 00:00:00+00,"Wild,Goose,",WOAH (former OIE),,,Confirmed,1557,0,1,0,0,0
310386,Influenza - Avian,";H5N1 HPAI;",57.74,-4.04,Kildary,U.K. of Great Britain and Northern Ireland,Europe,2021/12/02 00:00:00+00,2022/01/02 00:00:00+00,"Wild,Buzzard,",WOAH (former OIE),,,Confirmed,1557,0,1,0,0,0
307568,Influenza - Avian,";H5N1 HPAI;",45.485638,16.349627,Staro Pracno,Croatia,Europe,2021/11/18 00:00:00+00,2021/11/26 00:00:00+00,"Domestic,Unspecified bird,",WOAH (former OIE),,,Confirmed,1559,0,1,0,1,1
306346,Influenza - Avian,";H5N1 HPAI;",52.94,-3.07,CHIRK,U.K. of Great Britain and Northern Ireland,Europe,2021/10/17 00:00:00+00,2021/11/05 00:00:00+00,"Wild,Phasianidae (unidentified):Phasianidae (incognita)(Phasianidae),",WOAH (former OIE),,,Confirmed,1604,0,1,0,0,0
312378,Influenza - Avian,";H5N1 HPAI;",53.27,-3.52,Bodelwyddan,U.K. of Great Britain and Northern Ireland,Europe,2021/12/20 00:00:00+00,2022/01/28 00:00:00+00,"Wild,Buzzard,",WOAH (former OIE),,,Confirmed,1604,0,1,0,0,0
316851,Influenza - Avian,";H5N1 HPAI;",53.18,-3.11,New Brighton,U.K. of Great Britain and Northern Ireland,Europe,2021/12/24 00:00:00+00,2022/03/25 00:00:00+00,"Wild,Peregrin falcon:Falco peregrinus(Falconidae),",WOAH (former OIE),,,Confirmed,1604,0,1,0,0,0
311475,Influenza - Avian,";H5N1 HPAI;",53.18,-3.11,New Brighton,U.K. of Great Britain and Northern Ireland,Europe,2021/12/24 00:00:00+00,2022/01/14 00:00:00+00,"Wild,Anserinae (unidentified):Anserinae (incognita)(Anatidae),",WOAH (former OIE),,,Confirmed,1604,0,1,0,0,0
306351,Influenza - Avian,";H5N1 HPAI;",52.94,-3.07,CHIRK,U.K. of Great Britain and Northern Ireland,Europe,2021/10/29 00:00:00+00,2021/11/05 00:00:00+00,"Domestic,Unspecified bird,",WOAH (former OIE),,,Confirmed,1604,0,1,0,0,0
298107,Influenza - Avian,";H5N8 HPAI;",59.4877,10.3196,fjordhotell,Norway,Europe,2021/06/21 00:00:00+00,2021/07/07 00:00:00+00,"Wild,Mute Swan:Cygnus olor(Anatidae),",WOAH (former OIE),,,Confirmed,1723,0,1,0,0,0
308135,Influenza - Avian,";H5N1 HPAI;",48.821,14.804,Bynov,Czech Republic,Europe,2021/11/17 00:00:00+00,2021/12/03 00:00:00+00,"Domestic,Goose,",WOAH (former OIE),,,Confirmed,1779,0,1,1,1,1
308134,Influenza - Avian,";H5N1 HPAI;",48.8045,14.7578,Údolí,Czech Republic,Europe,2021/11/20 00:00:00+00,2021/12/03 00:00:00+00,"Domestic,Goose,",WOAH (former OIE),,,Confirmed,1779,0,1,1,1,1
307580,Influenza - Avian,";H5N1 HPAI;",48.821,14.804,Bynov,Czech Republic,Europe,2021/11/17 00:00:00+00,2021/11/26 00:00:00+00,"Domestic,Unspecified bird,",WOAH (former OIE),,,Confirmed,1779,0,1,1,1,1
307579,Influenza - Avian,";H5N1 HPAI;",48.8045,14.7578,Údolí,Czech Republic,Europe,2021/11/20 00:00:00+00,2021/11/26 00:00:00+00,"Domestic,Unspecified bird,",WOAH (former OIE),,,Confirmed,1779,0,1,1,1,1
287607,Influenza - Avian,";H5N8 HPAI;",48.9981,14.4114,Starohaklovský rybník,Czech Republic,Europe,2021/01/24 00:00:00+00,2021/01/29 00:00:00+00,"Wild,Mallard:Anas platyrhynchos(Anatidae),Wild,Mute Swan:Cygnus olor(Anatidae),",WOAH (former OIE),,,Confirmed,1779,0,1,1,1,1
321893,Influenza - Avian,";H5N1 HPAI;",48.989951,14.485691, eské Bud jovice,Czech Republic,Europe,2021/12/18 00:00:00+00,2022/05/12 00:00:00+00,"Domestic,Unspecified bird,",WOAH (former OIE),,,Confirmed,1779,0,1,1,1,1
294627,Influenza - Avian,";H5N8 HPAI;",48.47,14.21,URFAHR UMGEBUNG,Austria,Europe,2021/04/27 00:00:00+00,2021/04/29 00:00:00+00,"Domestic,Unspecified bird,",WOAH (former OIE),,,Confirmed,1779,0,1,1,1,1
307575,Influenza - Avian,";H5 HPAI;",54.682161,55.061866,Yazykovo,Russian Federation,Europe,2021/11/18 00:00:00+00,2021/11/26 00:00:00+00,"Wild,House sparrow,",WOAH (former OIE),,,Confirmed,1799,0,1,0,0,0
311753,Influenza - Avian,";H5 HPAI;",54.768034,54.980816,Dombrovka,Russian Federation,Europe,2021/11/24 00:00:00+00,2022/01/18 00:00:00+00,"Wild,Anatidae (unidentified):Anatidae (incognita)(Anatidae),",WOAH (former OIE),,,Confirmed,1799,0,1,0,0,0
310218,Influenza - Avian,";H5 HPAI;",54.717924,55.018384,Kob-Pokrovka,Russian Federation,Europe,2021/11/17 00:00:00+00,2021/12/30 00:00:00+00,"Domestic,Goose,",WOAH (former OIE),,,Confirmed,1799,0,1,0,0,0
310217,Influenza - Avian,";H5 HPAI;",54.765048,54.97852,Blagovarsky-Dombrovka,Russian Federation,Europe,2021/11/17 00:00:00+00,2021/12/30 00:00:00+00,"Domestic,Goose,",WOAH (former OIE),,,Confirmed,1799,0,1,0,0,0
310216,Influenza - Avian,";H5 HPAI;",54.680933,55.059437,Blagovarsky-Yazykovo,Russian Federation,Europe,2021/11/17 00:00:00+00,2021/12/30 00:00:00+00,"Domestic,Duck,",WOAH (former OIE),,,Confirmed,1799,0,1,0,0,0
311751,Influenza - Avian,";H5 HPAI;",54.682161,55.061866,Yazykovo,Russian Federation,Europe,2021/11/18 00:00:00+00,2022/01/18 00:00:00+00,"Wild,House sparrow,Wild,Rock dove,",WOAH (former OIE),,,Confirmed,1799,0,1,0,0,0
307574,Influenza - Avian,";H5 HPAI;",54.682161,55.061866,Yazykovo,Russian Federation,Europe,2021/11/18 00:00:00+00,2021/11/26 00:00:00+00,"Wild,Rock dove,",WOAH (former OIE),,,Confirmed,1799,0,1,0,0,0
